# i re im
9.910000000000000000e+02 3.736032418418534080e-07 1.216048167216330052e-07
9.920000000000000000e+02 3.073799606319639274e-07 -1.814453050917986407e-08
9.930000000000000000e+02 1.843145057416324793e-07 -1.362148245910330705e-07
9.940000000000000000e+02 4.326398817260028645e-08 -1.931082141229772393e-07
9.950000000000000000e+02 -7.352781376549036092e-08 -1.712174280253064671e-07
9.960000000000000000e+02 -1.324927114041640252e-07 -8.024294384321749162e-08
9.970000000000000000e+02 -1.177849410241172679e-07 4.581793258679025856e-08
9.980000000000000000e+02 -3.602638161020000749e-08 1.611773649221485022e-07
9.990000000000000000e+02 8.607883507452916814e-08 2.262010173986543730e-07
1.000000000000000000e+03 2.114683652253156595e-07 2.210955185197759797e-07
1.001000000000000000e+03 3.062448123514300059e-07 1.505799610721797867e-07
1.002000000000000000e+03 3.497118044167189337e-07 3.902105196059126853e-08
1.003000000000000000e+03 3.370348273219008769e-07 -8.080410876419629625e-08
1.004000000000000000e+03 2.756547684977791289e-07 -1.784300138141105611e-07
1.005000000000000000e+03 1.805890941745708966e-07 -2.301257777011700262e-07
1.006000000000000000e+03 7.122451365942423962e-08 -2.217074629660758275e-07
1.007000000000000000e+03 -3.037071001879239339e-08 -1.533631340450717129e-07
1.008000000000000000e+03 -1.018105318770569072e-07 -4.204254387583010662e-08
1.009000000000000000e+03 -1.241851120095683547e-07 8.263642247121538220e-08
1.010000000000000000e+03 -8.751161522516171537e-08 1.855574144348268167e-07
1.011000000000000000e+03 4.316575685310553078e-09 2.355539472082241366e-07
1.012000000000000000e+03 1.314922349713187788e-07 2.161369502560215604e-07
1.013000000000000000e+03 2.613748758913214077e-07 1.312985257017480967e-07
1.014000000000000000e+03 3.560393073942839154e-07 2.015831305576273136e-09
1.015000000000000000e+03 3.834259347330100906e-07 -1.397159012181448024e-07
1.016000000000000000e+03 3.293725771368398351e-07 -2.552574783167614512e-07
1.017000000000000000e+03 2.059687109695698319e-07 -3.072692875792850706e-07
1.018000000000000000e+03 5.015840964272263100e-08 -2.741095286304850493e-07
1.019000000000000000e+03 -8.822467968770753000e-08 -1.618861574872208537e-07
1.020000000000000000e+03 -1.645610293117951701e-07 -6.117263935474776319e-09
1.021000000000000000e+03 -1.558618656352995486e-07 1.392849932173902852e-07
1.022000000000000000e+03 -6.905435703029053558e-08 2.230222456676483218e-07
1.023000000000000000e+03 6.293481884596711739e-08 2.189337777539606546e-07
1.024000000000000000e+03 1.946308728807389589e-07 1.356016713275282614e-07
1.025000000000000000e+03 2.843412750454498654e-07 7.999265537707472872e-09
1.026000000000000000e+03 3.067850331180269914e-07 -1.204072627976765210e-07
1.027000000000000000e+03 2.596817106443554487e-07 -2.134245604617879491e-07
1.028000000000000000e+03 1.628682539999035122e-07 -2.513970979368729598e-07
1.029000000000000000e+03 5.065214435462500311e-08 -2.328254227372384100e-07
1.030000000000000000e+03 -4.014257313997907377e-08 -1.702638740147047448e-07
1.031000000000000000e+03 -8.211006702778367683e-08 -8.401010728835849695e-08
1.032000000000000000e+03 -6.609953737218606950e-08 3.558586925015018358e-09
1.033000000000000000e+03 -3.408769148068734424e-09 7.356401370257772861e-08
1.034000000000000000e+03 7.966677434893259752e-08 1.143865251905050829e-07
1.035000000000000000e+03 1.525049974295233571e-07 1.215118777535775658e-07
1.036000000000000000e+03 1.907192126293408510e-07 9.442715585386444884e-08
1.037000000000000000e+03 1.837662351656758706e-07 3.557386252313571461e-08
1.038000000000000000e+03 1.376802507416741780e-07 -4.704941378403619787e-08
1.039000000000000000e+03 7.218401909958438890e-08 -1.363714316403682098e-07
1.040000000000000000e+03 1.251259109914706889e-08 -2.073809139175375326e-07
1.041000000000000000e+03 -2.045090060639773948e-08 -2.350064786835998396e-07
1.042000000000000000e+03 -1.813725592312126586e-08 -2.063460266793508923e-07
1.043000000000000000e+03 1.315086654732815310e-08 -1.300492415508913322e-07
1.044000000000000000e+03 5.611117150491422581e-08 -3.618836061555992112e-08
1.045000000000000000e+03 9.144873513439570555e-08 3.648766296828355010e-08
1.046000000000000000e+03 1.069100939923264830e-07 6.011113808021413828e-08
1.047000000000000000e+03 1.016094205137058370e-07 3.258959839225316937e-08
1.048000000000000000e+03 8.346077684230362162e-08 -2.197322691696099318e-08
1.049000000000000000e+03 6.276324322054600409e-08 -6.686925134731692518e-08
1.050000000000000000e+03 4.634683925946838963e-08 -7.319899009704047120e-08
1.051000000000000000e+03 3.582584575309968625e-08 -3.663461643158358250e-08
1.052000000000000000e+03 2.955516895950956185e-08 1.869895239870641419e-08
1.053000000000000000e+03 2.609837587148962758e-08 5.337358502734137857e-08
1.054000000000000000e+03 2.580802221420281918e-08 3.551103292273670527e-08
1.055000000000000000e+03 2.981922621981640182e-08 -3.958056686259334896e-08
1.056000000000000000e+03 3.780531781726830065e-08 -1.438879973543677083e-07
1.057000000000000000e+03 4.715104555970666698e-08 -2.285277440539911682e-07
1.058000000000000000e+03 5.389316219721700740e-08 -2.488547547210795665e-07
1.059000000000000000e+03 5.499098464722495640e-08 -1.896357261171819825e-07
1.060000000000000000e+03 5.004985463853398862e-08 -7.555277969726901942e-08
1.061000000000000000e+03 4.141336610636611523e-08 4.033472357805717617e-08
1.062000000000000000e+03 3.238949892351331857e-08 1.042671070115712717e-07
1.063000000000000000e+03 2.560559373569626033e-08 9.109538249374525124e-08
1.064000000000000000e+03 2.223745515285196444e-08 1.766774426970841039e-08
1.065000000000000000e+03 2.221331171706381643e-08 -6.854887217426411113e-08
1.066000000000000000e+03 2.457444928608114582e-08 -1.191925926520146652e-07
1.067000000000000000e+03 2.806073748677985351e-08 -1.136830532718029267e-07
1.068000000000000000e+03 3.125482055614149758e-08 -6.924473136498485513e-08
1.069000000000000000e+03 3.272555365504793141e-08 -2.624784740089777437e-08
1.070000000000000000e+03 3.132108515663306491e-08 -1.906457226727551071e-08
1.071000000000000000e+03 2.686451616644079019e-08 -5.203408284296039392e-08
1.072000000000000000e+03 2.028139371194819334e-08 -9.776809581764703791e-08
1.073000000000000000e+03 1.333406813187385049e-08 -1.181934847643607453e-07
1.074000000000000000e+03 7.880812082827117595e-09 -9.273303696501672120e-08
1.075000000000000000e+03 5.210213955502136146e-09 -3.321319155544536805e-08
1.076000000000000000e+03 5.462888954829379047e-09 2.406414206967681300e-08
1.077000000000000000e+03 7.807199102323501339e-09 4.325754432783190912e-08
1.078000000000000000e+03 1.079496675023140233e-08 1.292432125612467302e-08
1.079000000000000000e+03 1.283256772237157216e-08 -4.730321844428911638e-08
1.080000000000000000e+03 1.256098585208034971e-08 -1.012753968203955535e-07
1.081000000000000000e+03 9.564728710129732688e-09 -1.205256436945912685e-07
1.082000000000000000e+03 4.500588673371336855e-09 -1.013788509679943170e-07
1.083000000000000000e+03 -1.275431471950007718e-09 -6.380598871024074457e-08
1.084000000000000000e+03 -6.298727913420892917e-09 -3.497306147845729489e-08
1.085000000000000000e+03 -9.184231054332480632e-09 -3.033431343942089632e-08
1.086000000000000000e+03 -9.169453024741694804e-09 -4.561141326660653833e-08
1.087000000000000000e+03 -6.556052256059960129e-09 -6.294713854988349139e-08
1.088000000000000000e+03 -2.673903024704867512e-09 -6.541187720064670726e-08
1.089000000000000000e+03 7.860120584012260700e-10 -4.907700428948993218e-08
1.090000000000000000e+03 1.996144753022745391e-09 -2.479871406694794632e-08
1.091000000000000000e+03 -6.316131532175669655e-10 -8.853142958258458743e-09
1.092000000000000000e+03 -7.656813030703564886e-09 -1.066698885043391521e-08
1.093000000000000000e+03 -1.774200531494675102e-08 -2.682859708433553897e-08
1.094000000000000000e+03 -2.802713499964805462e-08 -4.483776792201027490e-08
1.095000000000000000e+03 -3.529325562825552278e-08 -5.211107629131208106e-08
1.096000000000000000e+03 -3.751888072854859038e-08 -4.410440600138914010e-08
1.097000000000000000e+03 -3.488073667292764934e-08 -2.646808170735451617e-08
1.098000000000000000e+03 -2.976655436866712436e-08 -1.051617357839037509e-08
1.099000000000000000e+03 -2.513541818905868422e-08 -5.226728181102213991e-09
1.100000000000000000e+03 -2.264125762190631029e-08 -1.209197666736988960e-08
1.101000000000000000e+03 -2.200483196210106610e-08 -2.571349560690488274e-08
1.102000000000000000e+03 -2.234812265835862656e-08 -3.851738865966985953e-08
1.103000000000000000e+03 -2.360103859140059373e-08 -4.516912197732626954e-08
1.104000000000000000e+03 -2.665491364260035911e-08 -4.463412299717810710e-08
1.105000000000000000e+03 -3.205564360283542776e-08 -3.927117890431633483e-08
1.106000000000000000e+03 -3.894244192780412034e-08 -3.224707420809027439e-08
1.107000000000000000e+03 -4.498777370520078352e-08 -2.502124800836586234e-08
1.108000000000000000e+03 -4.781167538334090408e-08 -1.714200742667845538e-08
1.109000000000000000e+03 -4.678227631361431625e-08 -7.614625918829437090e-09
1.110000000000000000e+03 -4.388447715751999174e-08 3.749817211727976952e-09
1.111000000000000000e+03 -4.227259827916959379e-08 1.601874291244721713e-08
1.112000000000000000e+03 -4.386134245270137893e-08 2.699874883274787374e-08
1.113000000000000000e+03 -4.780454786508640378e-08 3.366705858535202280e-08
1.114000000000000000e+03 -5.119164260842600711e-08 3.320975572153063864e-08
1.115000000000000000e+03 -5.101325051058751847e-08 2.459924339937083545e-08
1.116000000000000000e+03 -4.630452352362005176e-08 9.683380906679425948e-09
1.117000000000000000e+03 -3.883036708293419906e-08 -6.555329803420757327e-09
1.118000000000000000e+03 -3.214731366783896534e-08 -1.764220823505675836e-08
1.119000000000000000e+03 -2.949719043519579441e-08 -1.860108255774787450e-08
1.120000000000000000e+03 -3.219016091459001585e-08 -8.689449155371187450e-09
1.121000000000000000e+03 -3.917610975461875878e-08 8.416302692863088584e-09
1.122000000000000000e+03 -4.813505957468665169e-08 2.679671220888877954e-08
1.123000000000000000e+03 -5.671183186750968513e-08 4.163568318644202801e-08
1.124000000000000000e+03 -6.311611887794287231e-08 5.142433720683357004e-08
1.125000000000000000e+03 -6.593436325165910674e-08 5.785868722043858245e-08
1.126000000000000000e+03 -6.420782234842834401e-08 6.332837241942682235e-08
1.127000000000000000e+03 -5.761408157601410661e-08 6.843250358550624254e-08
1.128000000000000000e+03 -4.691232274000060031e-08 7.128917844487364951e-08
1.129000000000000000e+03 -3.430067634025889856e-08 6.918964509443978840e-08
1.130000000000000000e+03 -2.332244884386295212e-08 6.095911603360171169e-08
1.131000000000000000e+03 -1.731220018054342563e-08 4.858048613788313830e-08
1.132000000000000000e+03 -1.750993359101241924e-08 3.656441307632104842e-08
1.133000000000000000e+03 -2.228974624062320210e-08 2.969965701213672261e-08
1.134000000000000000e+03 -2.832454866490595651e-08 3.061837713944628734e-08
1.135000000000000000e+03 -3.247274382580293643e-08 3.906982967137542029e-08
1.136000000000000000e+03 -3.355464838634486816e-08 5.269643025663892167e-08
1.137000000000000000e+03 -3.276868586389029520e-08 6.854894002040583895e-08
1.138000000000000000e+03 -3.246430645764117154e-08 8.395506394823553382e-08
1.139000000000000000e+03 -3.376397251124332670e-08 9.677455593444565398e-08
1.140000000000000000e+03 -3.531357719647960401e-08 1.052180898387184601e-07
1.141000000000000000e+03 -3.406930449300227535e-08 1.081384807684898380e-07
1.142000000000000000e+03 -2.761281399482760399e-08 1.055971130994449656e-07
1.143000000000000000e+03 -1.596971468105798760e-08 9.947961856321381134e-08
1.144000000000000000e+03 -2.072074456515405588e-09 9.303824594120877460e-08
1.145000000000000000e+03 9.635808613515134880e-09 8.939731776811224210e-08
1.146000000000000000e+03 1.554444834624352459e-08 8.962683646106585426e-08
1.147000000000000000e+03 1.499618223454265136e-08 9.213126069867169515e-08
1.148000000000000000e+03 1.044389882752770216e-08 9.367945789144295553e-08
1.149000000000000000e+03 5.908404032459260849e-09 9.171326285823788907e-08
1.150000000000000000e+03 4.700947604404217339e-09 8.623146549431202241e-08
1.151000000000000000e+03 7.908149095755211799e-09 8.025163921302352897e-08
1.152000000000000000e+03 1.395597862186616793e-08 7.816991059401673707e-08
1.153000000000000000e+03 1.970852652515258143e-08 8.314815905882869362e-08
1.154000000000000000e+03 2.241943325307673840e-08 9.482378192516089953e-08
1.155000000000000000e+03 2.165024752298630015e-08 1.091730321203728625e-07
1.156000000000000000e+03 1.963534696322118247e-08 1.206053735764175310e-07
1.157000000000000000e+03 2.007212763855803526e-08 1.252119238265644044e-07
1.158000000000000000e+03 2.581086152690107736e-08 1.228019273225036289e-07
1.159000000000000000e+03 3.701673293893998634e-08 1.168080683969824962e-07
1.160000000000000000e+03 5.081227406285185636e-08 1.118424654531636815e-07
1.161000000000000000e+03 6.307738851946437646e-08 1.104705452153098998e-07
1.162000000000000000e+03 7.091062448201842349e-08 1.111475074444065912e-07
1.163000000000000000e+03 7.405461037284160108e-08 1.094048462387605650e-07
1.164000000000000000e+03 7.419809429703384517e-08 1.014764362115716066e-07
1.165000000000000000e+03 7.334405271397198723e-08 8.788323833663131133e-08
1.166000000000000000e+03 7.243246940633238896e-08 7.394257016269713992e-08
1.167000000000000000e+03 7.132959519914582763e-08 6.689060482284269814e-08
1.168000000000000000e+03 6.973154737753103161e-08 7.117088698257758731e-08
1.169000000000000000e+03 6.825162928825435022e-08 8.523492354923894738e-08
1.170000000000000000e+03 6.839297103076722415e-08 1.019531223725771883e-07
1.171000000000000000e+03 7.158323708186568068e-08 1.129160408545538351e-07
1.172000000000000000e+03 7.795238945008367896e-08 1.135053726192484987e-07
1.173000000000000000e+03 8.614919522544674450e-08 1.052345872868255124e-07
1.174000000000000000e+03 9.405042609082798672e-08 9.367007204108254133e-08
1.175000000000000000e+03 9.994698615099037635e-08 8.437288817246987209e-08
1.176000000000000000e+03 1.032432962636071039e-07 7.972837701299191248e-08
1.177000000000000000e+03 1.046247730603731163e-07 7.845344439472102318e-08
1.178000000000000000e+03 1.054092845413785794e-07 7.732293831337868237e-08
1.179000000000000000e+03 1.067081916880191705e-07 7.396838725499450946e-08
1.180000000000000000e+03 1.088089828504750436e-07 6.821044464781356010e-08
1.181000000000000000e+03 1.113689003766675089e-07 6.126067956587588033e-08
1.182000000000000000e+03 1.138070221211437192e-07 5.414425421472953562e-08
1.183000000000000000e+03 1.157611690998350265e-07 4.736173862469258230e-08
1.184000000000000000e+03 1.172948874502357503e-07 4.122320509237414465e-08
1.185000000000000000e+03 1.190208415365878908e-07 3.627547096043646101e-08
1.186000000000000000e+03 1.216845930604988518e-07 3.334676230031582029e-08
1.187000000000000000e+03 1.256468638250074100e-07 3.313416313655172969e-08
1.188000000000000000e+03 1.304510305367396697e-07 3.506491914039096032e-08
1.189000000000000000e+03 1.348970336721181364e-07 3.705631990558406353e-08
1.190000000000000000e+03 1.372579414130243245e-07 3.681955298828960533e-08
1.191000000000000000e+03 1.359351400696163517e-07 3.382650357134340269e-08
1.192000000000000000e+03 1.303352494613732732e-07 3.007005397302615765e-08
1.193000000000000000e+03 1.217974132517955301e-07 2.935077840128128101e-08
1.194000000000000000e+03 1.135337013612500527e-07 3.479634462760429755e-08
1.195000000000000000e+03 1.094058505669038576e-07 4.582995820490648865e-08
1.196000000000000000e+03 1.117100923204002595e-07 5.698171376603244197e-08
1.197000000000000000e+03 1.194496142002526213e-07 6.070941919370819210e-08
1.198000000000000000e+03 1.282672534335789183e-07 5.226648981357499364e-08
1.199000000000000000e+03 1.329264526328593766e-07 3.316772408399530850e-08
1.200000000000000000e+03 1.309861016767502890e-07 1.055526555706693683e-08
1.201000000000000000e+03 1.251885119373191915e-07 -7.365424310815990054e-09
1.202000000000000000e+03 1.218849651857619367e-07 -1.757247191941302569e-08
1.203000000000000000e+03 1.261828649357920958e-07 -2.500084112117185716e-08
1.204000000000000000e+03 1.370791444228978210e-07 -3.859252130479187862e-08
1.205000000000000000e+03 1.467188114591252435e-07 -6.271374956018624983e-08
1.206000000000000000e+03 1.448568566697893097e-07 -9.093844189285639908e-08
1.207000000000000000e+03 1.264449027157032485e-07 -1.071694545562356879e-07
1.208000000000000000e+03 9.702244720693873885e-08 -9.474113660060548463e-08
1.209000000000000000e+03 7.139617822750511866e-08 -4.862935997394938970e-08
1.210000000000000000e+03 6.505638270112774322e-08 1.717914576206870789e-08
1.211000000000000000e+03 8.400840319876220997e-08 7.415446675761214204e-08
1.212000000000000000e+03 1.199232364418492216e-07 9.409758559436300915e-08
1.213000000000000000e+03 1.542998650173167269e-07 6.558338748410583882e-08
1.214000000000000000e+03 1.690825992250058129e-07 1.435704438224918221e-09
1.215000000000000000e+03 1.573958916214092480e-07 -6.757312136331558668e-08
1.216000000000000000e+03 1.271776139940174113e-07 -1.101207623914380331e-07
1.217000000000000000e+03 9.549549850454737998e-08 -1.124243727222318813e-07
1.218000000000000000e+03 7.745047603629618389e-08 -8.563404466313390053e-08
1.219000000000000000e+03 7.735899564812755509e-08 -5.738532149389923420e-08
1.220000000000000000e+03 8.723543274856895911e-08 -5.310576286365503854e-08
1.221000000000000000e+03 9.309118168599525942e-08 -7.843163654013561271e-08
1.222000000000000000e+03 8.475838476789333583e-08 -1.139174098169179630e-07
1.223000000000000000e+03 6.342944768075411823e-08 -1.261370717618993128e-07
1.224000000000000000e+03 4.184175270469280470e-08 -8.999574308428315460e-08
1.225000000000000000e+03 3.677550501722274963e-08 -8.642335051857712652e-09
1.226000000000000000e+03 5.788220358931486513e-08 8.236493935793069971e-08
1.227000000000000000e+03 9.972485170157183706e-08 1.318048100717044164e-07
1.228000000000000000e+03 1.422688891474449931e-07 1.024111632884874694e-07
1.229000000000000000e+03 1.611541353266291410e-07 -3.616214853870004781e-09
1.230000000000000000e+03 1.424730897845149144e-07 -1.407243698962673976e-07
1.231000000000000000e+03 9.291990960918994869e-08 -2.430995425557778420e-07
1.232000000000000000e+03 3.732090829911845313e-08 -2.626239433439897824e-07
1.233000000000000000e+03 3.993226931035971387e-09 -1.973825094747342335e-07
1.234000000000000000e+03 6.950847504723318623e-09 -9.160945245508272650e-08
1.235000000000000000e+03 3.745091023271796129e-08 -6.418974085740901242e-09
1.236000000000000000e+03 7.093915957202916095e-08 1.896550401757665159e-08
1.237000000000000000e+03 8.480301335861728823e-08 -1.052649337888251526e-08
1.238000000000000000e+03 7.378035634786331292e-08 -5.503321303767345024e-08
1.239000000000000000e+03 5.185927940001449990e-08 -7.240980317000944988e-08
1.240000000000000000e+03 3.955403202004185994e-08 -4.963425535813251631e-08
1.241000000000000000e+03 4.718479137273095713e-08 -9.869521007012595244e-09
1.242000000000000000e+03 6.716551775382581456e-08 8.035955076607590894e-09
1.243000000000000000e+03 8.093067739077694770e-08 -1.929029372033228342e-08
1.244000000000000000e+03 7.395255876757314242e-08 -8.166095231613224754e-08
1.245000000000000000e+03 4.686519479848958044e-08 -1.426435685169556274e-07
1.246000000000000000e+03 1.441237112372698877e-08 -1.658113736003038217e-07
1.247000000000000000e+03 -5.689498119140053263e-09 -1.396099229583135409e-07
1.248000000000000000e+03 -4.929288353279022464e-09 -8.340941275295086859e-08
1.249000000000000000e+03 1.187187524719021417e-08 -3.215732396495435466e-08
1.250000000000000000e+03 3.211287069798826489e-08 -1.261363951689130824e-08
1.251000000000000000e+03 4.517307358943029991e-08 -2.780375663042729672e-08
1.252000000000000000e+03 4.834758023562504678e-08 -5.911399959224872442e-08
1.253000000000000000e+03 4.572708886645725043e-08 -8.204398600199386807e-08
1.254000000000000000e+03 4.258170330617445010e-08 -8.315284977845247308e-08
1.255000000000000000e+03 4.083285894103005307e-08 -6.658077240401126283e-08
1.256000000000000000e+03 3.855227172287236678e-08 -4.809108465501766931e-08
1.257000000000000000e+03 3.298306714350439120e-08 -4.259899296443438116e-08
1.258000000000000000e+03 2.372059939285804895e-08 -5.429026912917588096e-08
1.259000000000000000e+03 1.343504019753537610e-08 -7.508063713051400217e-08
1.260000000000000000e+03 5.670344081854068746e-09 -9.145115954031867466e-08
1.261000000000000000e+03 2.257120361380985590e-09 -9.368336893544970460e-08
1.262000000000000000e+03 2.420888772213213135e-09 -8.137732855340441009e-08
1.263000000000000000e+03 3.965671829612680641e-09 -6.262197390628444826e-08
1.264000000000000000e+03 4.937086590103641871e-09 -4.860315673558404322e-08
1.265000000000000000e+03 4.712404739952789083e-09 -4.677371818703270510e-08
1.266000000000000000e+03 3.837047133931206814e-09 -5.661081744033857548e-08
1.267000000000000000e+03 3.203221361939769026e-09 -7.028670539029103842e-08
1.268000000000000000e+03 3.238699673313669788e-09 -7.780020227989725967e-08
1.269000000000000000e+03 3.831978512877990084e-09 -7.292670266649288340e-08
1.270000000000000000e+03 4.511119743164296002e-09 -5.678013350125666346e-08
1.271000000000000000e+03 4.667502258265309610e-09 -3.711240045840663110e-08
1.272000000000000000e+03 3.584449267802014662e-09 -2.401041954437252337e-08
1.273000000000000000e+03 6.740064089722679644e-10 -2.420159341700946054e-08
1.274000000000000000e+03 -4.196010840082856498e-09 -3.755146951614133016e-08
1.275000000000000000e+03 -1.023755749695961658e-08 -5.754441403594180686e-08
1.276000000000000000e+03 -1.580092189007812432e-08 -7.528295307186491042e-08
1.277000000000000000e+03 -1.907509386330234279e-08 -8.424543640208563115e-08
1.278000000000000000e+03 -1.931478473958155558e-08 -8.335609346728080184e-08
1.279000000000000000e+03 -1.750670493378560260e-08 -7.660606499280625712e-08
1.280000000000000000e+03 -1.594192247433962145e-08 -6.979098093047684921e-08
1.281000000000000000e+03 -1.658320392897334510e-08 -6.634621582161670759e-08
1.282000000000000000e+03 -1.957975670826998715e-08 -6.524159415177418825e-08
1.283000000000000000e+03 -2.311601922503373069e-08 -6.211813070397879276e-08
1.284000000000000000e+03 -2.503543838430632539e-08 -5.296756126744701739e-08
1.285000000000000000e+03 -2.467934570850290535e-08 -3.753006865416668289e-08
1.286000000000000000e+03 -2.347737570900286972e-08 -2.016608306151252529e-08
1.287000000000000000e+03 -2.366361977887932999e-08 -7.452325836398146379e-09
1.288000000000000000e+03 -2.644557982214657548e-08 -4.416329697240985903e-09
1.289000000000000000e+03 -3.105164692137090661e-08 -1.174919629207007711e-08
1.290000000000000000e+03 -3.558181509776148999e-08 -2.584352065544427439e-08
1.291000000000000000e+03 -3.863597283972883691e-08 -4.120509358223525817e-08
1.292000000000000000e+03 -4.038136201427818194e-08 -5.362562846167992731e-08
1.293000000000000000e+03 -4.210377444890389578e-08 -6.180085207643633699e-08
1.294000000000000000e+03 -4.502899704852299189e-08 -6.675889632357062485e-08
1.295000000000000000e+03 -4.931280227441505990e-08 -6.974390795884255278e-08
1.296000000000000000e+03 -5.399735983737132782e-08 -7.042762158228557535e-08
1.297000000000000000e+03 -5.758230855414978379e-08 -6.653857764571286812e-08
1.298000000000000000e+03 -5.890070950284090634e-08 -5.539675764365628837e-08
1.299000000000000000e+03 -5.766383390051627755e-08 -3.620212713240633045e-08
1.300000000000000000e+03 -5.465512137744272286e-08 -1.164019804932314270e-08
1.301000000000000000e+03 -5.133821712423768325e-08 1.257615317408933538e-08
1.302000000000000000e+03 -4.924299726881747508e-08 2.987209410074176558e-08
1.303000000000000000e+03 -4.927722471604059607e-08 3.566339919386317481e-08
1.304000000000000000e+03 -5.146332090565332987e-08 2.923763000898760985e-08
1.305000000000000000e+03 -5.499067974187866352e-08 1.392190582668061498e-08
1.306000000000000000e+03 -5.869951841474710984e-08 -4.653737176661360857e-09
1.307000000000000000e+03 -6.160674196962003260e-08 -2.091285501256841069e-08
1.308000000000000000e+03 -6.334933991228303768e-08 -3.107258054937159503e-08
1.309000000000000000e+03 -6.411185672194696539e-08 -3.338944170469434817e-08
1.310000000000000000e+03 -6.434116570224432143e-08 -2.763689528447693602e-08
1.311000000000000000e+03 -6.436661309857326962e-08 -1.459961543740021853e-08
1.312000000000000000e+03 -6.433667819302053022e-08 3.778577027503620816e-09
1.313000000000000000e+03 -6.434956042211261830e-08 2.420473691244087039e-08
1.314000000000000000e+03 -6.481911646726009079e-08 4.231463804576165888e-08
1.315000000000000000e+03 -6.644913881864286385e-08 5.392415132656925030e-08
1.316000000000000000e+03 -6.970011977068535825e-08 5.658104448318624861e-08
1.317000000000000000e+03 -7.394788902254706664e-08 5.061928136329850432e-08
1.318000000000000000e+03 -7.739011890016308692e-08 3.881306427273813592e-08
1.319000000000000000e+03 -7.789581626997992565e-08 2.512996800812076998e-08
1.320000000000000000e+03 -7.440289008789161204e-08 1.335984356989477977e-08
1.321000000000000000e+03 -6.764587848601815124e-08 6.451533227980681796e-09
1.322000000000000000e+03 -5.980983503985438370e-08 6.250740201775100568e-09
1.323000000000000000e+03 -5.320617943119398780e-08 1.349615460768408126e-08
1.324000000000000000e+03 -4.910474885659276728e-08 2.773785473586087190e-08
1.325000000000000000e+03 -4.741190929821771084e-08 4.737996322602372371e-08
1.326000000000000000e+03 -4.739822661223888634e-08 6.969363767746899034e-08
1.327000000000000000e+03 -4.844780984725746404e-08 9.111879853322007019e-08
1.328000000000000000e+03 -5.027326343638619698e-08 1.077885829667363901e-07
1.329000000000000000e+03 -5.252098644341398539e-08 1.164707953890801989e-07
1.330000000000000000e+03 -5.455384427936791357e-08 1.155559404409196125e-07
1.331000000000000000e+03 -5.552083722172632136e-08 1.059244332570429063e-07
1.332000000000000000e+03 -5.472384648128617013e-08 9.100265050491381062e-08
1.333000000000000000e+03 -5.183673607294302124e-08 7.584623082471331497e-08
1.334000000000000000e+03 -4.704872120559392182e-08 6.524136932691279961e-08
1.335000000000000000e+03 -4.097803257044556318e-08 6.186090818141437763e-08
1.336000000000000000e+03 -3.461993802650118771e-08 6.534141343467261740e-08
1.337000000000000000e+03 -2.912211299044104188e-08 7.299532881520378985e-08
1.338000000000000000e+03 -2.540894870291220973e-08 8.154952326149949472e-08
1.339000000000000000e+03 -2.353132589391840972e-08 8.902025960590005672e-08
1.340000000000000000e+03 -2.242822181547491338e-08 9.547505991722711211e-08
1.341000000000000000e+03 -2.038972264865849606e-08 1.024394305479456596e-07
1.342000000000000000e+03 -1.616577373568778402e-08 1.112162842449181268e-07
1.343000000000000000e+03 -9.719697489527828799e-09 1.214317880994384092e-07
1.344000000000000000e+03 -2.210818018067047955e-09 1.307003216029345943e-07
1.345000000000000000e+03 4.843323206973416666e-09 1.358594917893886827e-07
1.346000000000000000e+03 1.043650278768495133e-08 1.348362410621013103e-07
1.347000000000000000e+03 1.453163645920213098e-08 1.281105397809271841e-07
1.348000000000000000e+03 1.769257633940765923e-08 1.187013418340390960e-07
1.349000000000000000e+03 2.043183395743312746e-08 1.107847638693560469e-07
1.350000000000000000e+03 2.276348229246252839e-08 1.075060287597847079e-07
1.351000000000000000e+03 2.443034135782519792e-08 1.093743289116432664e-07
1.352000000000000000e+03 2.533989179314320461e-08 1.140505920818439057e-07
1.353000000000000000e+03 2.594119918093074506e-08 1.178383733303229996e-07
1.354000000000000000e+03 2.715365771362921133e-08 1.178154978540582545e-07
1.355000000000000000e+03 3.005616628261179632e-08 1.134536740227061872e-07
1.356000000000000000e+03 3.536690976993924673e-08 1.065902847020769182e-07
1.357000000000000000e+03 4.312463946336049130e-08 9.998023525543902915e-08
1.358000000000000000e+03 5.252958176941030201e-08 9.533037798669365705e-08
1.359000000000000000e+03 6.216374929158147302e-08 9.243961885236479787e-08
1.360000000000000000e+03 7.044596122300020213e-08 8.996160769715131322e-08
1.361000000000000000e+03 7.637140546897255247e-08 8.724405482442980117e-08
1.362000000000000000e+03 7.999275281961228785e-08 8.544270559928491061e-08
1.363000000000000000e+03 8.239672903630132035e-08 8.703824825524010527e-08
1.364000000000000000e+03 8.494421339420333798e-08 9.406577544479188435e-08
1.365000000000000000e+03 8.841651551647995867e-08 1.066543881035290929e-07
1.366000000000000000e+03 9.256820175233724457e-08 1.226679574659763558e-07
1.367000000000000000e+03 9.652417606624073046e-08 1.385924942268295137e-07
1.368000000000000000e+03 9.950940629683710952e-08 1.508308784452243034e-07
1.369000000000000000e+03 1.014616811143394752e-07 1.567493348594472641e-07
